%time,field.header.seq,field.header.stamp,field.header.frame_id,vx,vy,vz,field.velocity_covariance0,field.velocity_covariance1,field.velocity_covariance2,field.velocity_covariance3,field.velocity_covariance4,field.velocity_covariance5,field.velocity_covariance6,field.velocity_covariance7,field.velocity_covariance8,field.altitude,field.beams0.range,field.beams0.range_covariance,field.beams0.velocity,field.beams0.velocity_covariance,field.beams0.pose.header.seq,field.beams0.pose.header.stamp,field.beams0.pose.header.frame_id,field.beams0.pose.pose.position.x,field.beams0.pose.pose.position.y,field.beams0.pose.pose.position.z,field.beams0.pose.pose.orientation.x,field.beams0.pose.pose.orientation.y,field.beams0.pose.pose.orientation.z,field.beams0.pose.pose.orientation.w,field.beams1.range,field.beams1.range_covariance,field.beams1.velocity,field.beams1.velocity_covariance,field.beams1.pose.header.seq,field.beams1.pose.header.stamp,field.beams1.pose.header.frame_id,field.beams1.pose.pose.position.x,field.beams1.pose.pose.position.y,field.beams1.pose.pose.position.z,field.beams1.pose.pose.orientation.x,field.beams1.pose.pose.orientation.y,field.beams1.pose.pose.orientation.z,field.beams1.pose.pose.orientation.w,field.beams2.range,field.beams2.range_covariance,field.beams2.velocity,field.beams2.velocity_covariance,field.beams2.pose.header.seq,field.beams2.pose.header.stamp,field.beams2.pose.header.frame_id,field.beams2.pose.pose.position.x,field.beams2.pose.pose.position.y,field.beams2.pose.pose.position.z,field.beams2.pose.pose.orientation.x,field.beams2.pose.pose.orientation.y,field.beams2.pose.pose.orientation.z,field.beams2.pose.pose.orientation.w,field.beams3.range,field.beams3.range_covariance,field.beams3.velocity,field.beams3.velocity_covariance,field.beams3.pose.header.seq,field.beams3.pose.header.stamp,field.beams3.pose.header.frame_id,field.beams3.pose.pose.position.x,field.beams3.pose.pose.position.y,field.beams3.pose.pose.position.z,field.beams3.pose.pose.orientation.x,field.beams3.pose.pose.orientation.y,field.beams3.pose.pose.orientation.z,field.beams3.pose.pose.orientation.w
1741762829400256657,24,3951000000,bluerov2/dvl_link,0.8051432391611344,0.02689845915578437,-0.00270508981205163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.02538299560547,81.0,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar0_link,0.0,0.0,0.0,0.0,-0.9999999999999998,0.0,0.9663899781345132,6.581851005554199,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar1_link,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.9663899781345132,3.8069207668304443,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar2_link,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.9663899781345132,40.712764739990234,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar3_link,0.0,0.0,0.0,0.0,0.0,-0.9999999999999998,0.9663899781345132
1741762829543062309,25,4094000000,bluerov2/dvl_link,0.822467851040815,0.019127589611120877,0.008827609775039508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.22437286376953,81.0,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar0_link,0.0,0.0,0.0,0.0,-0.9999999999999998,0.0,0.9663899781345132,6.385363578796387,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar1_link,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.9663899781345132,3.8078296184539795,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar2_link,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.9663899781345132,41.70429229736328,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar3_link,0.0,0.0,0.0,0.0,0.0,-0.9999999999999998,0.9663899781345132
1741762829686075098,26,4237000000,bluerov2/dvl_link,0.8590809286411019,0.00996754385335813,0.005661359674448483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3678092956543,81.0,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar0_link,0.0,0.0,0.0,0.0,-0.9999999999999998,0.0,0.9663899781345132,6.275488376617432,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar1_link,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.9663899781345132,3.8006691932678223,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar2_link,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.9663899781345132,42.39508056640625,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar3_link,0.0,0.0,0.0,0.0,0.0,-0.9999999999999998,0.9663899781345132
1741762829829057817,27,4380000000,bluerov2/dvl_link,0.901750549557804,0.013227877534862542,0.002536841486997738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.43632507324219,81.0,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar0_link,0.0,0.0,0.0,0.0,-0.9999999999999998,0.0,0.9663899781345132,6.214230537414551,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar1_link,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.9663899781345132,3.8077917098999023,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar2_link,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.9663899781345132,42.723270416259766,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar3_link,0.0,0.0,0.0,0.0,0.0,-0.9999999999999998,0.9663899781345132
1741762829972142665,28,4523000000,bluerov2/dvl_link,0.9387057608607181,0.010536691515397989,0.004106734209359221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.45820999145508,81.0,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar0_link,0.0,0.0,0.0,0.0,-0.9999999999999998,0.0,0.9663899781345132,6.201129913330078,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar1_link,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.9663899781345132,3.7994887828826904,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar2_link,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.9663899781345132,42.83222579956055,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar3_link,0.0,0.0,0.0,0.0,0.0,-0.9999999999999998,0.9663899781345132
1741762830115175039,29,4666000000,bluerov2/dvl_link,0.9825180551255372,0.014424257675648033,-0.0041088657550113405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.46961212158203,81.0,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar0_link,0.0,0.0,0.0,0.0,-0.9999999999999998,0.0,0.9663899781345132,6.191586494445801,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar1_link,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.9663899781345132,3.8096768856048584,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar2_link,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.9663899781345132,42.8771858215332,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar3_link,0.0,0.0,0.0,0.0,0.0,-0.9999999999999998,0.9663899781345132
1741762830258321463,30,4809000000,bluerov2/dvl_link,1.0069527741421762,0.014776096389293336,0.0008641578073079246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.483673095703125,81.0,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar0_link,0.0,0.0,0.0,0.0,-0.9999999999999998,0.0,0.9663899781345132,6.185213565826416,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar1_link,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.9663899781345132,3.8098068237304688,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar2_link,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.9663899781345132,42.93967056274414,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar3_link,0.0,0.0,0.0,0.0,0.0,-0.9999999999999998,0.9663899781345132
1741762830401289770,31,4952000000,bluerov2/dvl_link,1.0323420689413485,0.008539598429125106,0.0032533748901392478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49079895019531,81.0,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar0_link,0.0,0.0,0.0,0.0,-0.9999999999999998,0.0,0.9663899781345132,6.178398609161377,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar1_link,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.9663899781345132,3.803767442703247,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar2_link,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.9663899781345132,42.981040954589844,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar3_link,0.0,0.0,0.0,0.0,0.0,-0.9999999999999998,0.9663899781345132
1741762830544348446,32,5095000000,bluerov2/dvl_link,1.0686032193282522,0.0158784881820786,-0.008660674195203895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.497013092041016,81.0,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar0_link,0.0,0.0,0.0,0.0,-0.9999999999999998,0.0,0.9663899781345132,6.165431499481201,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar1_link,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.9663899781345132,3.7947516441345215,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar2_link,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.9663899781345132,43.027870178222656,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar3_link,0.0,0.0,0.0,0.0,0.0,-0.9999999999999998,0.9663899781345132
1741762830687423134,33,5238000000,bluerov2/dvl_link,1.0686713553343399,0.006874544091385881,0.004813572206902546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52902603149414,81.0,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar0_link,0.0,0.0,0.0,0.0,-0.9999999999999998,0.0,0.9663899781345132,6.150985240936279,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar1_link,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.9663899781345132,3.8048152923583984,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar2_link,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.9663899781345132,43.160301208496094,0.0,0.0,0.0,0,519000000,bluerov2/dvl_sonar3_link,0.0,0.0,0.0,0.0,0.0,-0.9999999999999998,0.9663899781345132
